"gene","atlas","tissue","compartment","pct_cells_detected","n_cells","qualifying"
"FAS","GSE178341","colorectal","epithelial",0.134459793668739,113216,TRUE
"GRB2","GSE178341","colorectal","epithelial",0.416672555115885,113216,TRUE
"HAX1","GSE178341","colorectal","epithelial",0.527893583945732,113216,TRUE
"IFNGR1","GSE178341","colorectal","epithelial",0.397894290559638,113216,TRUE
"IFNGR2","GSE178341","colorectal","epithelial",0.488535189372527,113216,TRUE
"IL10RB","GSE178341","colorectal","epithelial",0.136376483889203,113216,TRUE
"IL12RB1","GSE178341","colorectal","epithelial",0.00994559072922555,113216,TRUE
"IL13RA1","GSE178341","colorectal","epithelial",0.449194460146976,113216,TRUE
"IL15RA","GSE178341","colorectal","epithelial",0.148936546071227,113216,TRUE
"IL17RA","GSE178341","colorectal","epithelial",0.15141852741662,113216,TRUE
"IL17RB","GSE178341","colorectal","epithelial",0.136138001695873,113216,TRUE
"IL18R1","GSE178341","colorectal","epithelial",0.0142912662521198,113216,TRUE
"IL1B","GSE178341","colorectal","epithelial",0.0563966223855285,113216,TRUE
"IL1R1","GSE178341","colorectal","epithelial",0.0225144855850763,113216,TRUE
"IL1R2","GSE178341","colorectal","epithelial",0.108058931599774,113216,TRUE
"IL2RA","GSE178341","colorectal","epithelial",0.00357723289994347,113216,TRUE
"IL2RG","GSE178341","colorectal","epithelial",0.309859030525721,113216,TRUE
"IL3RA","GSE178341","colorectal","epithelial",0.0279377473148672,113216,TRUE
"IL4R","GSE178341","colorectal","epithelial",0.251881359525155,113216,TRUE
"IL6ST","GSE178341","colorectal","epithelial",0.234163015828151,113216,TRUE
"IL7","GSE178341","colorectal","epithelial",0.116176158846806,113216,TRUE
"IL9R","GSE178341","colorectal","epithelial",0.00174003674392312,113216,TRUE
"INHBE","GSE178341","colorectal","epithelial",0.00175770209157716,113216,TRUE
"IRF9","GSE178341","colorectal","epithelial",0.132110302430752,113216,TRUE
"ITGA4","GSE178341","colorectal","epithelial",0.00411602600339175,113216,TRUE
"ITGB3","GSE178341","colorectal","epithelial",0.000909765404183154,113216,TRUE
"JUN","GSE178341","colorectal","epithelial",0.743675805539853,113216,TRUE
"LEPR","GSE178341","colorectal","epithelial",0.0456560910118711,113216,TRUE
"LTB","GSE178341","colorectal","epithelial",0.037159058790277,113216,TRUE
"LTBR","GSE178341","colorectal","epithelial",0.501404395138496,113216,TRUE
"MAP3K8","GSE178341","colorectal","epithelial",0.181140474844545,113216,TRUE
"OSMR","GSE178341","colorectal","epithelial",0.0226028123233465,113216,TRUE
"PDGFC","GSE178341","colorectal","epithelial",0.0126395562464669,113216,TRUE
"PF4","GSE178341","colorectal","epithelial",0.0765174533634822,113216,TRUE
"PIK3R5","GSE178341","colorectal","epithelial",0.00326808931599774,113216,TRUE
"PLA2G2A","GSE178341","colorectal","epithelial",0.347442057659695,113216,TRUE
"PTPN1","GSE178341","colorectal","epithelial",0.317826102317694,113216,TRUE
"PTPN11","GSE178341","colorectal","epithelial",0.378815715093273,113216,TRUE
"PTPN2","GSE178341","colorectal","epithelial",0.35065715093273,113216,TRUE
"REG1A","GSE178341","colorectal","epithelial",0.191836842849067,113216,TRUE
"SOCS1","GSE178341","colorectal","epithelial",0.15716859807801,113216,TRUE
"STAM2","GSE178341","colorectal","epithelial",0.204555893159977,113216,TRUE
"STAT2","GSE178341","colorectal","epithelial",0.242783705483324,113216,TRUE
"STAT3","GSE178341","colorectal","epithelial",0.515457179197287,113216,TRUE
"TGFB1","GSE178341","colorectal","epithelial",0.0746272611644997,113216,TRUE
"TLR2","GSE178341","colorectal","epithelial",0.017303208027134,113216,TRUE
"TNF","GSE178341","colorectal","epithelial",0.0203063171283211,113216,TRUE
"TNFRSF12A","GSE178341","colorectal","epithelial",0.412141393442623,113216,TRUE
"TNFRSF1A","GSE178341","colorectal","epithelial",0.448134539287733,113216,TRUE
"TNFRSF1B","GSE178341","colorectal","epithelial",0.131624505370266,113216,TRUE
"TNFRSF21","GSE178341","colorectal","epithelial",0.3249540700961,113216,TRUE
"ABCA1","GSE178341","colorectal","epithelial",0.0584281373657434,113216,TRUE
"AKAP12","GSE178341","colorectal","epithelial",0.0323540842283776,113216,TRUE
"BCL2L1","GSE178341","colorectal","epithelial",0.443709369700396,113216,TRUE
"BCL6","GSE178341","colorectal","epithelial",0.0658475833804409,113216,TRUE
"CCND1","GSE178341","colorectal","epithelial",0.579573558507631,113216,TRUE
"CCND3","GSE178341","colorectal","epithelial",0.276047555115885,113216,TRUE
"CDK4","GSE178341","colorectal","epithelial",0.514662238552855,113216,TRUE
"CDKN1A","GSE178341","colorectal","epithelial",0.401754169022046,113216,TRUE
"CDKN1B","GSE178341","colorectal","epithelial",0.396790206331261,113216,TRUE
"CFLAR","GSE178341","colorectal","epithelial",0.468670505935557,113216,TRUE
"CISH","GSE178341","colorectal","epithelial",0.128003109101187,113216,TRUE
"COPS5","GSE178341","colorectal","epithelial",0.493737634256642,113216,TRUE
"CXCL8","GSE178341","colorectal","epithelial",0.198046212549463,113216,TRUE
"DDIT3","GSE178341","colorectal","epithelial",0.345543032786885,113216,TRUE
"DNMT1","GSE178341","colorectal","epithelial",0.365169234030526,113216,TRUE
"EPAS1","GSE178341","colorectal","epithelial",0.233889202939514,113216,TRUE
"ESR2","GSE178341","colorectal","epithelial",0.00456649236856981,113216,TRUE
"ETV6","GSE178341","colorectal","epithelial",0.30701490955342,113216,TRUE
"FGG","GSE178341","colorectal","epithelial",0.00297661107970605,113216,TRUE
"FGL1","GSE178341","colorectal","epithelial",0.00476081119276427,113216,TRUE
"FOS","GSE178341","colorectal","epithelial",0.71732793951385,113216,TRUE
"GFAP","GSE178341","colorectal","epithelial",0.00344474279253816,113216,TRUE
"GREB1","GSE178341","colorectal","epithelial",0.00698664499717354,113216,TRUE
"HSPA4","GSE178341","colorectal","epithelial",0.430257207461843,113216,TRUE
"HSPB1","GSE178341","colorectal","epithelial",0.753091435839457,113216,TRUE
"ICAM1","GSE178341","colorectal","epithelial",0.0912856840022612,113216,TRUE
"IKBKE","GSE178341","colorectal","epithelial",0.168633408705483,113216,TRUE
"JAK2","GSE178341","colorectal","epithelial",0.0908263849632561,113216,TRUE
"JUNB","GSE178341","colorectal","epithelial",0.694698629169022,113216,TRUE
"KRT17","GSE178341","colorectal","epithelial",0.0739294799321651,113216,TRUE
"LEP","GSE178341","colorectal","epithelial",0.00101575749010741,113216,TRUE
"LGALS3BP","GSE178341","colorectal","epithelial",0.736989471452798,113216,TRUE
"LTBP1","GSE178341","colorectal","epithelial",0.103907574901074,113216,TRUE
"MCL1","GSE178341","colorectal","epithelial",0.632781585641605,113216,TRUE
"MDC1","GSE178341","colorectal","epithelial",0.133938665912945,113216,TRUE
"MMP1","GSE178341","colorectal","epithelial",0.0313559920859243,113216,TRUE
"MMP7","GSE178341","colorectal","epithelial",0.108509397964952,113216,TRUE
"MUC1","GSE178341","colorectal","epithelial",0.508876837196156,113216,TRUE
"NME1","GSE178341","colorectal","epithelial",0.638566986998304,113216,TRUE
"OAS1","GSE178341","colorectal","epithelial",0.430389697569248,113216,TRUE
"OPRM1","GSE178341","colorectal","epithelial",0.000256147540983607,113216,TRUE
"PAX3","GSE178341","colorectal","epithelial",0.000547625777275297,113216,TRUE
"PHB","GSE178341","colorectal","epithelial",0.723943612210288,113216,TRUE
"POU2F1","GSE178341","colorectal","epithelial",0.258664853024308,113216,TRUE
"PPARA","GSE178341","colorectal","epithelial",0.30568117580554,113216,TRUE
"PRDM1","GSE178341","colorectal","epithelial",0.0957991803278689,113216,TRUE
"PROS1","GSE178341","colorectal","epithelial",0.138063524590164,113216,TRUE
"PSMB5","GSE178341","colorectal","epithelial",0.638611150367439,113216,TRUE
"PTGS2","GSE178341","colorectal","epithelial",0.0656797625777275,113216,TRUE
"PTPN6","GSE178341","colorectal","epithelial",0.227079211418881,113216,TRUE
"ROR1","GSE178341","colorectal","epithelial",0.0144679197286603,113216,TRUE
"S100A11","GSE178341","colorectal","epithelial",0.907071438665913,113216,TRUE
"S1PR1","GSE178341","colorectal","epithelial",0.0022788298473714,113216,TRUE
"SALL4","GSE178341","colorectal","epithelial",0.0221435132843414,113216,TRUE
"SHH","GSE178341","colorectal","epithelial",0.131571509327304,113216,TRUE
"STK11","GSE178341","colorectal","epithelial",0.331048615036744,113216,TRUE
"TIMP1","GSE178341","colorectal","epithelial",0.665992439231204,113216,TRUE
"TNFRSF10B","GSE178341","colorectal","epithelial",0.280808366308649,113216,TRUE
"TP53","GSE178341","colorectal","epithelial",0.36011694460147,113216,TRUE
"TP63","GSE178341","colorectal","epithelial",0.00161637931034483,113216,TRUE
"VDR","GSE178341","colorectal","epithelial",0.296822003957038,113216,TRUE
"VEGFA","GSE178341","colorectal","epithelial",0.473855285472018,113216,TRUE
"VEGFB","GSE178341","colorectal","epithelial",0.252208168456755,113216,TRUE
"ZFP36","GSE178341","colorectal","epithelial",0.60712266817411,113216,TRUE
"A2M","GSE178341","colorectal","epithelial",0.0217548756359525,113216,TRUE
"HMOX1","GSE178341","colorectal","epithelial",0.0647876625211984,113216,TRUE
"IFNAR1","GSE178341","colorectal","epithelial",0.360337761447145,113216,TRUE
"IRF1","GSE178341","colorectal","epithelial",0.404236150367439,113216,TRUE
"MYD88","GSE178341","colorectal","epithelial",0.274925805539853,113216,TRUE
"PIM1","GSE178341","colorectal","epithelial",0.183746113623516,113216,TRUE
"STAT1","GSE178341","colorectal","epithelial",0.471081825890334,113216,TRUE
"TYK2","GSE178341","colorectal","epithelial",0.196412167891464,113216,TRUE
"BCL2","GSE178341","colorectal","epithelial",0.070511235161108,113216,FALSE
"MMP9","GSE178341","colorectal","epithelial",0.0191227388355003,113216,FALSE
"HGF","GSE178341","colorectal","epithelial",0.000724279253815715,113216,FALSE
"MYC","GSE178341","colorectal","fibroblast_stromal",0.345373165400229,9607,TRUE
"IL6","GSE178341","colorectal","fibroblast_stromal",0.0969085042156761,9607,TRUE
"SOCS3","GSE178341","colorectal","fibroblast_stromal",0.622358696783595,9607,TRUE
"ACVR1B","GSE178341","colorectal","fibroblast_stromal",0.0929530550640158,9607,TRUE
"ACVRL1","GSE178341","colorectal","fibroblast_stromal",0.50942021442698,9607,TRUE
"BAK1","GSE178341","colorectal","fibroblast_stromal",0.128864369730405,9607,TRUE
"CBL","GSE178341","colorectal","fibroblast_stromal",0.214010617258249,9607,TRUE
"CCL7","GSE178341","colorectal","fibroblast_stromal",0.0129072551264703,9607,TRUE
"CCR1","GSE178341","colorectal","fibroblast_stromal",0.0191527011554075,9607,TRUE
"CD14","GSE178341","colorectal","fibroblast_stromal",0.0709899031955866,9607,TRUE
"CD36","GSE178341","colorectal","fibroblast_stromal",0.133652545019257,9607,TRUE
"CD38","GSE178341","colorectal","fibroblast_stromal",0.00895180597481003,9607,TRUE
"CD44","GSE178341","colorectal","fibroblast_stromal",0.350785885291975,9607,TRUE
"CD9","GSE178341","colorectal","fibroblast_stromal",0.619964609139169,9607,TRUE
"CNTFR","GSE178341","colorectal","fibroblast_stromal",0.00520453835744769,9607,TRUE
"CRLF2","GSE178341","colorectal","fibroblast_stromal",0.000208181534297908,9607,TRUE
"CSF1","GSE178341","colorectal","fibroblast_stromal",0.189237014676798,9607,TRUE
"CSF2","GSE178341","colorectal","fibroblast_stromal",0.0110336213177891,9607,TRUE
"CSF2RA","GSE178341","colorectal","fibroblast_stromal",0.00624544602893723,9607,TRUE
"CSF2RB","GSE178341","colorectal","fibroblast_stromal",0.182158842510669,9607,TRUE
"CSF3R","GSE178341","colorectal","fibroblast_stromal",0.0109295305506402,9607,TRUE
"CXCL1","GSE178341","colorectal","fibroblast_stromal",0.139481627979598,9607,TRUE
"CXCL10","GSE178341","colorectal","fibroblast_stromal",0.0308108670760904,9607,TRUE
"CXCL11","GSE178341","colorectal","fibroblast_stromal",0.0302904132403456,9607,TRUE
"CXCL13","GSE178341","colorectal","fibroblast_stromal",0.0118663474549807,9607,TRUE
"CXCL3","GSE178341","colorectal","fibroblast_stromal",0.12740709899032,9607,TRUE
"CXCL9","GSE178341","colorectal","fibroblast_stromal",0.0296658686374519,9607,TRUE
"DNTT","GSE178341","colorectal","fibroblast_stromal",0,9607,TRUE
"EBI3","GSE178341","colorectal","fibroblast_stromal",0.00801498907046945,9607,TRUE
"FAS","GSE178341","colorectal","fibroblast_stromal",0.130946185073384,9607,TRUE
"GRB2","GSE178341","colorectal","fibroblast_stromal",0.330904548766524,9607,TRUE
"HAX1","GSE178341","colorectal","fibroblast_stromal",0.421463516186114,9607,TRUE
"IFNGR1","GSE178341","colorectal","fibroblast_stromal",0.413136254814198,9607,TRUE
"IFNGR2","GSE178341","colorectal","fibroblast_stromal",0.381804933902363,9607,TRUE
"IL10RB","GSE178341","colorectal","fibroblast_stromal",0.0798376184032476,9607,TRUE
"IL12RB1","GSE178341","colorectal","fibroblast_stromal",0.0140522535651088,9607,TRUE
"IL13RA1","GSE178341","colorectal","fibroblast_stromal",0.346830436140314,9607,TRUE
"IL15RA","GSE178341","colorectal","fibroblast_stromal",0.201311543666077,9607,TRUE
"IL17RA","GSE178341","colorectal","fibroblast_stromal",0.155511606120537,9607,TRUE
"IL17RB","GSE178341","colorectal","fibroblast_stromal",0.00510044759029874,9607,TRUE
"IL18R1","GSE178341","colorectal","fibroblast_stromal",0.0334131362548142,9607,TRUE
"IL1B","GSE178341","colorectal","fibroblast_stromal",0.0328926824190694,9607,TRUE
"IL1R1","GSE178341","colorectal","fibroblast_stromal",0.36015405433538,9607,TRUE
"IL1R2","GSE178341","colorectal","fibroblast_stromal",0.0163422504423858,9607,TRUE
"IL2RA","GSE178341","colorectal","fibroblast_stromal",0.00374726761736234,9607,TRUE
"IL2RG","GSE178341","colorectal","fibroblast_stromal",0.0397626730509004,9607,TRUE
"IL3RA","GSE178341","colorectal","fibroblast_stromal",0.328302279587801,9607,TRUE
"IL4R","GSE178341","colorectal","fibroblast_stromal",0.293952326428646,9607,TRUE
"IL6ST","GSE178341","colorectal","fibroblast_stromal",0.632247319662746,9607,TRUE
"IL7","GSE178341","colorectal","fibroblast_stromal",0.0415322160924326,9607,TRUE
"IL9R","GSE178341","colorectal","fibroblast_stromal",0.000312272301446862,9607,TRUE
"INHBE","GSE178341","colorectal","fibroblast_stromal",0.000728635370042677,9607,TRUE
"IRF9","GSE178341","colorectal","fibroblast_stromal",0.128552097428958,9607,TRUE
"ITGA4","GSE178341","colorectal","fibroblast_stromal",0.0644321848652025,9607,TRUE
"ITGB3","GSE178341","colorectal","fibroblast_stromal",0.0523576558759238,9607,TRUE
"JUN","GSE178341","colorectal","fibroblast_stromal",0.767773498490684,9607,TRUE
"LEPR","GSE178341","colorectal","fibroblast_stromal",0.150307067763089,9607,TRUE
"LTB","GSE178341","colorectal","fibroblast_stromal",0.0260226917872385,9607,TRUE
"LTBR","GSE178341","colorectal","fibroblast_stromal",0.340480899344228,9607,TRUE
"MAP3K8","GSE178341","colorectal","fibroblast_stromal",0.222025606328719,9607,TRUE
"OSMR","GSE178341","colorectal","fibroblast_stromal",0.308733215363797,9607,TRUE
"PDGFC","GSE178341","colorectal","fibroblast_stromal",0.11241802852087,9607,TRUE
"PF4","GSE178341","colorectal","fibroblast_stromal",0.00759862600187363,9607,TRUE
"PIK3R5","GSE178341","colorectal","fibroblast_stromal",0.00249817841157489,9607,TRUE
"PLA2G2A","GSE178341","colorectal","fibroblast_stromal",0.0838971583220568,9607,TRUE
"PTPN1","GSE178341","colorectal","fibroblast_stromal",0.247319662745914,9607,TRUE
"PTPN11","GSE178341","colorectal","fibroblast_stromal",0.286249609659623,9607,TRUE
"PTPN2","GSE178341","colorectal","fibroblast_stromal",0.239304673675445,9607,TRUE
"REG1A","GSE178341","colorectal","fibroblast_stromal",0.0909753304881857,9607,TRUE
"SOCS1","GSE178341","colorectal","fibroblast_stromal",0.136046632663683,9607,TRUE
"STAM2","GSE178341","colorectal","fibroblast_stromal",0.148433433954408,9607,TRUE
"STAT2","GSE178341","colorectal","fibroblast_stromal",0.317476839804309,9607,TRUE
"STAT3","GSE178341","colorectal","fibroblast_stromal",0.599562818777974,9607,TRUE
"TGFB1","GSE178341","colorectal","fibroblast_stromal",0.512751118975747,9607,TRUE
"TLR2","GSE178341","colorectal","fibroblast_stromal",0.0065577183303841,9607,TRUE
"TNF","GSE178341","colorectal","fibroblast_stromal",0.00822317060476736,9607,TRUE
"TNFRSF12A","GSE178341","colorectal","fibroblast_stromal",0.256583741022171,9607,TRUE
"TNFRSF1A","GSE178341","colorectal","fibroblast_stromal",0.60893098782138,9607,TRUE
"TNFRSF1B","GSE178341","colorectal","fibroblast_stromal",0.196107005308629,9607,TRUE
"TNFRSF21","GSE178341","colorectal","fibroblast_stromal",0.0955553242427397,9607,TRUE
"ABCA1","GSE178341","colorectal","fibroblast_stromal",0.175497033413136,9607,TRUE
"AKAP12","GSE178341","colorectal","fibroblast_stromal",0.280316435932133,9607,TRUE
"BCL2L1","GSE178341","colorectal","fibroblast_stromal",0.259290100968044,9607,TRUE
"BCL6","GSE178341","colorectal","fibroblast_stromal",0.135213906526491,9607,TRUE
"CCND1","GSE178341","colorectal","fibroblast_stromal",0.356823149786614,9607,TRUE
"CCND3","GSE178341","colorectal","fibroblast_stromal",0.293015509524305,9607,TRUE
"CDK4","GSE178341","colorectal","fibroblast_stromal",0.403351722702196,9607,TRUE
"CDKN1A","GSE178341","colorectal","fibroblast_stromal",0.399708545851983,9607,TRUE
"CDKN1B","GSE178341","colorectal","fibroblast_stromal",0.226293327781826,9607,TRUE
"CFLAR","GSE178341","colorectal","fibroblast_stromal",0.555532424273967,9607,TRUE
"CISH","GSE178341","colorectal","fibroblast_stromal",0.0377849484750703,9607,TRUE
"COPS5","GSE178341","colorectal","fibroblast_stromal",0.37816175705215,9607,TRUE
"CXCL8","GSE178341","colorectal","fibroblast_stromal",0.160716144477985,9607,TRUE
"DDIT3","GSE178341","colorectal","fibroblast_stromal",0.171645675028625,9607,TRUE
"DNMT1","GSE178341","colorectal","fibroblast_stromal",0.299052774018945,9607,TRUE
"EPAS1","GSE178341","colorectal","fibroblast_stromal",0.668054543561986,9607,TRUE
"ESR2","GSE178341","colorectal","fibroblast_stromal",0.00645362756323514,9607,TRUE
"ETV6","GSE178341","colorectal","fibroblast_stromal",0.232746955345061,9607,TRUE
"FGG","GSE178341","colorectal","fibroblast_stromal",0,9607,TRUE
"FGL1","GSE178341","colorectal","fibroblast_stromal",0.000936816904340585,9607,TRUE
"FOS","GSE178341","colorectal","fibroblast_stromal",0.820443426668055,9607,TRUE
"GFAP","GSE178341","colorectal","fibroblast_stromal",0.00145727074008535,9607,TRUE
"GREB1","GSE178341","colorectal","fibroblast_stromal",0.0207140626626418,9607,TRUE
"HSPA4","GSE178341","colorectal","fibroblast_stromal",0.306547309253669,9607,TRUE
"HSPB1","GSE178341","colorectal","fibroblast_stromal",0.891745602165088,9607,TRUE
"ICAM1","GSE178341","colorectal","fibroblast_stromal",0.340897262412824,9607,TRUE
"IKBKE","GSE178341","colorectal","fibroblast_stromal",0.0560008327261372,9607,TRUE
"JAK2","GSE178341","colorectal","fibroblast_stromal",0.0972207765171229,9607,TRUE
