"gene","atlas","tissue","compartment","fraction","n_cells","qualifying"
"STK11","GSE178341","colorectal","endothelial",0,0,TRUE
"TIMP1","GSE178341","colorectal","endothelial",0,0,TRUE
"TNFRSF10B","GSE178341","colorectal","endothelial",0,0,TRUE
"TP53","GSE178341","colorectal","endothelial",0,0,TRUE
"TP63","GSE178341","colorectal","endothelial",0,0,TRUE
"VDR","GSE178341","colorectal","endothelial",0,0,TRUE
"VEGFA","GSE178341","colorectal","endothelial",0,0,TRUE
"VEGFB","GSE178341","colorectal","endothelial",0,0,TRUE
"ZFP36","GSE178341","colorectal","endothelial",0,0,TRUE
"A2M","GSE178341","colorectal","endothelial",0,0,TRUE
"HMOX1","GSE178341","colorectal","endothelial",0,0,TRUE
"IFNAR1","GSE178341","colorectal","endothelial",0,0,TRUE
"IRF1","GSE178341","colorectal","endothelial",0,0,TRUE
"MYD88","GSE178341","colorectal","endothelial",0,0,TRUE
"PIM1","GSE178341","colorectal","endothelial",0,0,TRUE
"STAT1","GSE178341","colorectal","endothelial",0,0,TRUE
"TYK2","GSE178341","colorectal","endothelial",0,0,TRUE
"BCL2","GSE178341","colorectal","endothelial",0,0,FALSE
"MMP9","GSE178341","colorectal","endothelial",0,0,FALSE
"HGF","GSE178341","colorectal","endothelial",0,0,FALSE
"MYC","GSE178341","colorectal","other",0,0,TRUE
"IL6","GSE178341","colorectal","other",0,0,TRUE
"SOCS3","GSE178341","colorectal","other",0,0,TRUE
"ACVR1B","GSE178341","colorectal","other",0,0,TRUE
"ACVRL1","GSE178341","colorectal","other",0,0,TRUE
"BAK1","GSE178341","colorectal","other",0,0,TRUE
"CBL","GSE178341","colorectal","other",0,0,TRUE
"CCL7","GSE178341","colorectal","other",0,0,TRUE
"CCR1","GSE178341","colorectal","other",0,0,TRUE
"CD14","GSE178341","colorectal","other",0,0,TRUE
"CD36","GSE178341","colorectal","other",0,0,TRUE
"CD38","GSE178341","colorectal","other",0,0,TRUE
"CD44","GSE178341","colorectal","other",0,0,TRUE
"CD9","GSE178341","colorectal","other",0,0,TRUE
"CNTFR","GSE178341","colorectal","other",0,0,TRUE
"CRLF2","GSE178341","colorectal","other",0,0,TRUE
"CSF1","GSE178341","colorectal","other",0,0,TRUE
"CSF2","GSE178341","colorectal","other",0,0,TRUE
"CSF2RA","GSE178341","colorectal","other",0,0,TRUE
"CSF2RB","GSE178341","colorectal","other",0,0,TRUE
"CSF3R","GSE178341","colorectal","other",0,0,TRUE
"CXCL1","GSE178341","colorectal","other",0,0,TRUE
"CXCL10","GSE178341","colorectal","other",0,0,TRUE
"CXCL11","GSE178341","colorectal","other",0,0,TRUE
"CXCL13","GSE178341","colorectal","other",0,0,TRUE
"CXCL3","GSE178341","colorectal","other",0,0,TRUE
"CXCL9","GSE178341","colorectal","other",0,0,TRUE
"DNTT","GSE178341","colorectal","other",0,0,TRUE
"EBI3","GSE178341","colorectal","other",0,0,TRUE
"FAS","GSE178341","colorectal","other",0,0,TRUE
"GRB2","GSE178341","colorectal","other",0,0,TRUE
"HAX1","GSE178341","colorectal","other",0,0,TRUE
"IFNGR1","GSE178341","colorectal","other",0,0,TRUE
"IFNGR2","GSE178341","colorectal","other",0,0,TRUE
"IL10RB","GSE178341","colorectal","other",0,0,TRUE
"IL12RB1","GSE178341","colorectal","other",0,0,TRUE
"IL13RA1","GSE178341","colorectal","other",0,0,TRUE
"IL15RA","GSE178341","colorectal","other",0,0,TRUE
"IL17RA","GSE178341","colorectal","other",0,0,TRUE
"IL17RB","GSE178341","colorectal","other",0,0,TRUE
"IL18R1","GSE178341","colorectal","other",0,0,TRUE
"IL1B","GSE178341","colorectal","other",0,0,TRUE
"IL1R1","GSE178341","colorectal","other",0,0,TRUE
"IL1R2","GSE178341","colorectal","other",0,0,TRUE
"IL2RA","GSE178341","colorectal","other",0,0,TRUE
"IL2RG","GSE178341","colorectal","other",0,0,TRUE
"IL3RA","GSE178341","colorectal","other",0,0,TRUE
"IL4R","GSE178341","colorectal","other",0,0,TRUE
"IL6ST","GSE178341","colorectal","other",0,0,TRUE
"IL7","GSE178341","colorectal","other",0,0,TRUE
"IL9R","GSE178341","colorectal","other",0,0,TRUE
"INHBE","GSE178341","colorectal","other",0,0,TRUE
"IRF9","GSE178341","colorectal","other",0,0,TRUE
"ITGA4","GSE178341","colorectal","other",0,0,TRUE
"ITGB3","GSE178341","colorectal","other",0,0,TRUE
"JUN","GSE178341","colorectal","other",0,0,TRUE
"LEPR","GSE178341","colorectal","other",0,0,TRUE
"LTB","GSE178341","colorectal","other",0,0,TRUE
"LTBR","GSE178341","colorectal","other",0,0,TRUE
"MAP3K8","GSE178341","colorectal","other",0,0,TRUE
"OSMR","GSE178341","colorectal","other",0,0,TRUE
"PDGFC","GSE178341","colorectal","other",0,0,TRUE
"PF4","GSE178341","colorectal","other",0,0,TRUE
"PIK3R5","GSE178341","colorectal","other",0,0,TRUE
"PLA2G2A","GSE178341","colorectal","other",0,0,TRUE
"PTPN1","GSE178341","colorectal","other",0,0,TRUE
"PTPN11","GSE178341","colorectal","other",0,0,TRUE
"PTPN2","GSE178341","colorectal","other",0,0,TRUE
"REG1A","GSE178341","colorectal","other",0,0,TRUE
"SOCS1","GSE178341","colorectal","other",0,0,TRUE
"STAM2","GSE178341","colorectal","other",0,0,TRUE
"STAT2","GSE178341","colorectal","other",0,0,TRUE
"STAT3","GSE178341","colorectal","other",0,0,TRUE
"TGFB1","GSE178341","colorectal","other",0,0,TRUE
"TLR2","GSE178341","colorectal","other",0,0,TRUE
"TNF","GSE178341","colorectal","other",0,0,TRUE
"TNFRSF12A","GSE178341","colorectal","other",0,0,TRUE
"TNFRSF1A","GSE178341","colorectal","other",0,0,TRUE
"TNFRSF1B","GSE178341","colorectal","other",0,0,TRUE
"TNFRSF21","GSE178341","colorectal","other",0,0,TRUE
"ABCA1","GSE178341","colorectal","other",0,0,TRUE
"AKAP12","GSE178341","colorectal","other",0,0,TRUE
"BCL2L1","GSE178341","colorectal","other",0,0,TRUE
"BCL6","GSE178341","colorectal","other",0,0,TRUE
"CCND1","GSE178341","colorectal","other",0,0,TRUE
"CCND3","GSE178341","colorectal","other",0,0,TRUE
"CDK4","GSE178341","colorectal","other",0,0,TRUE
"CDKN1A","GSE178341","colorectal","other",0,0,TRUE
"CDKN1B","GSE178341","colorectal","other",0,0,TRUE
"CFLAR","GSE178341","colorectal","other",0,0,TRUE
"CISH","GSE178341","colorectal","other",0,0,TRUE
"COPS5","GSE178341","colorectal","other",0,0,TRUE
"CXCL8","GSE178341","colorectal","other",0,0,TRUE
"DDIT3","GSE178341","colorectal","other",0,0,TRUE
"DNMT1","GSE178341","colorectal","other",0,0,TRUE
"EPAS1","GSE178341","colorectal","other",0,0,TRUE
"ESR2","GSE178341","colorectal","other",0,0,TRUE
"ETV6","GSE178341","colorectal","other",0,0,TRUE
"FGG","GSE178341","colorectal","other",0,0,TRUE
"FGL1","GSE178341","colorectal","other",0,0,TRUE
"FOS","GSE178341","colorectal","other",0,0,TRUE
"GFAP","GSE178341","colorectal","other",0,0,TRUE
"GREB1","GSE178341","colorectal","other",0,0,TRUE
"HSPA4","GSE178341","colorectal","other",0,0,TRUE
"HSPB1","GSE178341","colorectal","other",0,0,TRUE
"ICAM1","GSE178341","colorectal","other",0,0,TRUE
"IKBKE","GSE178341","colorectal","other",0,0,TRUE
"JAK2","GSE178341","colorectal","other",0,0,TRUE
"JUNB","GSE178341","colorectal","other",0,0,TRUE
"KRT17","GSE178341","colorectal","other",0,0,TRUE
"LEP","GSE178341","colorectal","other",0,0,TRUE
"LGALS3BP","GSE178341","colorectal","other",0,0,TRUE
"LTBP1","GSE178341","colorectal","other",0,0,TRUE
"MCL1","GSE178341","colorectal","other",0,0,TRUE
"MDC1","GSE178341","colorectal","other",0,0,TRUE
"MMP1","GSE178341","colorectal","other",0,0,TRUE
"MMP7","GSE178341","colorectal","other",0,0,TRUE
"MUC1","GSE178341","colorectal","other",0,0,TRUE
"NME1","GSE178341","colorectal","other",0,0,TRUE
"OAS1","GSE178341","colorectal","other",0,0,TRUE
"OPRM1","GSE178341","colorectal","other",0,0,TRUE
"PAX3","GSE178341","colorectal","other",0,0,TRUE
"PHB","GSE178341","colorectal","other",0,0,TRUE
"POU2F1","GSE178341","colorectal","other",0,0,TRUE
"PPARA","GSE178341","colorectal","other",0,0,TRUE
"PRDM1","GSE178341","colorectal","other",0,0,TRUE
"PROS1","GSE178341","colorectal","other",0,0,TRUE
"PSMB5","GSE178341","colorectal","other",0,0,TRUE
"PTGS2","GSE178341","colorectal","other",0,0,TRUE
"PTPN6","GSE178341","colorectal","other",0,0,TRUE
"ROR1","GSE178341","colorectal","other",0,0,TRUE
"S100A11","GSE178341","colorectal","other",0,0,TRUE
"S1PR1","GSE178341","colorectal","other",0,0,TRUE
"SALL4","GSE178341","colorectal","other",0,0,TRUE
"SHH","GSE178341","colorectal","other",0,0,TRUE
"STK11","GSE178341","colorectal","other",0,0,TRUE
"TIMP1","GSE178341","colorectal","other",0,0,TRUE
"TNFRSF10B","GSE178341","colorectal","other",0,0,TRUE
"TP53","GSE178341","colorectal","other",0,0,TRUE
"TP63","GSE178341","colorectal","other",0,0,TRUE
"VDR","GSE178341","colorectal","other",0,0,TRUE
"VEGFA","GSE178341","colorectal","other",0,0,TRUE
"VEGFB","GSE178341","colorectal","other",0,0,TRUE
"ZFP36","GSE178341","colorectal","other",0,0,TRUE
"A2M","GSE178341","colorectal","other",0,0,TRUE
"HMOX1","GSE178341","colorectal","other",0,0,TRUE
"IFNAR1","GSE178341","colorectal","other",0,0,TRUE
"IRF1","GSE178341","colorectal","other",0,0,TRUE
"MYD88","GSE178341","colorectal","other",0,0,TRUE
"PIM1","GSE178341","colorectal","other",0,0,TRUE
"STAT1","GSE178341","colorectal","other",0,0,TRUE
"TYK2","GSE178341","colorectal","other",0,0,TRUE
"BCL2","GSE178341","colorectal","other",0,0,FALSE
"MMP9","GSE178341","colorectal","other",0,0,FALSE
"HGF","GSE178341","colorectal","other",0,0,FALSE
"MYC","Peng","pancreatic","epithelial",0.222769076016669,14751,TRUE
"IL6","Peng","pancreatic","epithelial",0.0477309029409001,14751,TRUE
"SOCS3","Peng","pancreatic","epithelial",0.158359476624072,14751,TRUE
"ACVR1B","Peng","pancreatic","epithelial",0.697127569698676,14751,TRUE
"ACVRL1","Peng","pancreatic","epithelial",0.0797565663036515,14751,TRUE
"BAK1","Peng","pancreatic","epithelial",0.598657718120805,14751,TRUE
"CBL","Peng","pancreatic","epithelial",0.343564356435644,14751,TRUE
"CCL7","Peng","pancreatic","epithelial",0.077610416134797,14751,TRUE
"CCR1","Peng","pancreatic","epithelial",0.0914675767918089,14751,TRUE
"CD14","Peng","pancreatic","epithelial",0.095031340773582,14751,TRUE
"CD36","Peng","pancreatic","epithelial",0.054508930995168,14751,TRUE
"CD38","Peng","pancreatic","epithelial",0.0682720296374702,14751,TRUE
"CD44","Peng","pancreatic","epithelial",0.546857864708414,14751,TRUE
"CD9","Peng","pancreatic","epithelial",0.51732112802257,14751,TRUE
"CNTFR","Peng","pancreatic","epithelial",0.633333333333333,14751,TRUE
"CRLF2","Peng","pancreatic","epithelial",NA,14751,TRUE
"CSF1","Peng","pancreatic","epithelial",0.421464579464049,14751,TRUE
"CSF2","Peng","pancreatic","epithelial",0.858989424206816,14751,TRUE
"CSF2RA","Peng","pancreatic","epithelial",0.179061371841155,14751,TRUE
"CSF2RB","Peng","pancreatic","epithelial",0.08,14751,TRUE
"CSF3R","Peng","pancreatic","epithelial",0.126906318082789,14751,TRUE
"CXCL1","Peng","pancreatic","epithelial",0.804695632059833,14751,TRUE
"CXCL10","Peng","pancreatic","epithelial",0.365336187358348,14751,TRUE
"CXCL11","Peng","pancreatic","epithelial",0.709246275197195,14751,TRUE
"CXCL13","Peng","pancreatic","epithelial",0.115295845572807,14751,TRUE
"CXCL3","Peng","pancreatic","epithelial",0.606026118872166,14751,TRUE
"CXCL9","Peng","pancreatic","epithelial",0.190387307512832,14751,TRUE
"DNTT","Peng","pancreatic","epithelial",NA,14751,TRUE
"EBI3","Peng","pancreatic","epithelial",0.157683024939662,14751,TRUE
"FAS","Peng","pancreatic","epithelial",0.347417840375587,14751,TRUE
"GRB2","Peng","pancreatic","epithelial",0.343588560885609,14751,TRUE
"HAX1","Peng","pancreatic","epithelial",0.525618659947018,14751,TRUE
"IFNGR1","Peng","pancreatic","epithelial",0.312198935714106,14751,TRUE
"IFNGR2","Peng","pancreatic","epithelial",0.544709603220242,14751,TRUE
"IL10RB","Peng","pancreatic","epithelial",0.494211780728635,14751,TRUE
"IL12RB1","Peng","pancreatic","epithelial",0.142955801104972,14751,TRUE
"IL13RA1","Peng","pancreatic","epithelial",0.531462074696459,14751,TRUE
"IL15RA","Peng","pancreatic","epithelial",0.537872126617259,14751,TRUE
"IL17RA","Peng","pancreatic","epithelial",0.350696073830752,14751,TRUE
"IL17RB","Peng","pancreatic","epithelial",0.829562594268477,14751,TRUE
"IL18R1","Peng","pancreatic","epithelial",0.30712711241734,14751,TRUE
"IL1B","Peng","pancreatic","epithelial",0.154232261008442,14751,TRUE
"IL1R1","Peng","pancreatic","epithelial",0.255780433607591,14751,TRUE
"IL1R2","Peng","pancreatic","epithelial",0.604895104895105,14751,TRUE
"IL2RA","Peng","pancreatic","epithelial",0.0845323741007194,14751,TRUE
"IL2RG","Peng","pancreatic","epithelial",0.487307876518483,14751,TRUE
"IL3RA","Peng","pancreatic","epithelial",0.044184158645483,14751,TRUE
"IL4R","Peng","pancreatic","epithelial",0.446336785577292,14751,TRUE
"IL6ST","Peng","pancreatic","epithelial",0.30763202887538,14751,TRUE
"IL7","Peng","pancreatic","epithelial",0.665853658536585,14751,TRUE
"IL9R","Peng","pancreatic","epithelial",0.25,14751,TRUE
"INHBE","Peng","pancreatic","epithelial",NA,14751,TRUE
"IRF9","Peng","pancreatic","epithelial",0.468730521504259,14751,TRUE
"ITGA4","Peng","pancreatic","epithelial",0.101286704058067,14751,TRUE
"ITGB3","Peng","pancreatic","epithelial",0.175742574257426,14751,TRUE
"JUN","Peng","pancreatic","epithelial",0.488052393382864,14751,TRUE
"LEPR","Peng","pancreatic","epithelial",0.253352960418711,14751,TRUE
"LTB","Peng","pancreatic","epithelial",0.221023320570832,14751,TRUE
"LTBR","Peng","pancreatic","epithelial",0.613881086142322,14751,TRUE
"MAP3K8","Peng","pancreatic","epithelial",0.252144578313253,14751,TRUE
"OSMR","Peng","pancreatic","epithelial",0.444838542821252,14751,TRUE
"PDGFC","Peng","pancreatic","epithelial",0.455570224433838,14751,TRUE
"PF4","Peng","pancreatic","epithelial",0.914705882352941,14751,TRUE
"PIK3R5","Peng","pancreatic","epithelial",0.171907756813417,14751,TRUE
"PLA2G2A","Peng","pancreatic","epithelial",0.0496922988439639,14751,TRUE
"PTPN1","Peng","pancreatic","epithelial",0.360431654676259,14751,TRUE
"PTPN11","Peng","pancreatic","epithelial",0.534421507441191,14751,TRUE
"PTPN2","Peng","pancreatic","epithelial",0.525731295437632,14751,TRUE
"REG1A","Peng","pancreatic","epithelial",0.921014110499168,14751,TRUE
"SOCS1","Peng","pancreatic","epithelial",0.282162282162282,14751,TRUE
"STAM2","Peng","pancreatic","epithelial",0.587985745800102,14751,TRUE
"STAT2","Peng","pancreatic","epithelial",0.394152844050595,14751,TRUE
"STAT3","Peng","pancreatic","epithelial",0.40430701796179,14751,TRUE
"TGFB1","Peng","pancreatic","epithelial",0.189613288687545,14751,TRUE
"TLR2","Peng","pancreatic","epithelial",0.233712715855573,14751,TRUE
"TNF","Peng","pancreatic","epithelial",0.356934306569343,14751,TRUE
"TNFRSF12A","Peng","pancreatic","epithelial",0.748923484597549,14751,TRUE
"TNFRSF1A","Peng","pancreatic","epithelial",0.385088837542825,14751,TRUE
"TNFRSF1B","Peng","pancreatic","epithelial",0.180580762250454,14751,TRUE
"TNFRSF21","Peng","pancreatic","epithelial",0.740152235965747,14751,TRUE
"ABCA1","Peng","pancreatic","epithelial",0.300624442462087,14751,TRUE
"AKAP12","Peng","pancreatic","epithelial",0.134944396920445,14751,TRUE
"BCL2L1","Peng","pancreatic","epithelial",0.742203147353362,14751,TRUE
"BCL6","Peng","pancreatic","epithelial",0.451849139509337,14751,TRUE
"CCND1","Peng","pancreatic","epithelial",0.781883623275345,14751,TRUE
"CCND3","Peng","pancreatic","epithelial",0.421853284753784,14751,TRUE
"CDK4","Peng","pancreatic","epithelial",0.422774629866569,14751,TRUE
"CDKN1A","Peng","pancreatic","epithelial",0.354702114544529,14751,TRUE
"CDKN1B","Peng","pancreatic","epithelial",0.42092440955539,14751,TRUE
"CFLAR","Peng","pancreatic","epithelial",0.549095816464238,14751,TRUE
"CISH","Peng","pancreatic","epithelial",0.257921419518378,14751,TRUE
"COPS5","Peng","pancreatic","epithelial",0.52789021621088,14751,TRUE
"CXCL8","Peng","pancreatic","epithelial",0.471398682336182,14751,TRUE
"DDIT3","Peng","pancreatic","epithelial",0.658804426782891,14751,TRUE
"DNMT1","Peng","pancreatic","epithelial",0.296391563166018,14751,TRUE
"EPAS1","Peng","pancreatic","epithelial",0.130134194263725,14751,TRUE
"ESR2","Peng","pancreatic","epithelial",0.298657718120805,14751,TRUE
"ETV6","Peng","pancreatic","epithelial",0.51450926017629,14751,TRUE
"FGG","Peng","pancreatic","epithelial",0.921455146754857,14751,TRUE
"FGL1","Peng","pancreatic","epithelial",0.887882219705549,14751,TRUE
"FOS","Peng","pancreatic","epithelial",0.412842140793067,14751,TRUE
"GFAP","Peng","pancreatic","epithelial",0.706422018348624,14751,TRUE
"GREB1","Peng","pancreatic","epithelial",0.42756183745583,14751,TRUE
"HSPA4","Peng","pancreatic","epithelial",0.492884682790046,14751,TRUE
"HSPB1","Peng","pancreatic","epithelial",0.657810416101737,14751,TRUE
"ICAM1","Peng","pancreatic","epithelial",0.314675767918089,14751,TRUE
"IKBKE","Peng","pancreatic","epithelial",0.517441860465116,14751,TRUE
"JAK2","Peng","pancreatic","epithelial",0.367483296213808,14751,TRUE
"JUNB","Peng","pancreatic","epithelial",0.320992553955475,14751,TRUE
"KRT17","Peng","pancreatic","epithelial",0.904944353220215,14751,TRUE
"LEP","Peng","pancreatic","epithelial",NA,14751,TRUE
"LGALS3BP","Peng","pancreatic","epithelial",0.573741831134713,14751,TRUE
"LTBP1","Peng","pancreatic","epithelial",0.184950610110401,14751,TRUE
"MCL1","Peng","pancreatic","epithelial",0.394715749139819,14751,TRUE
"MDC1","Peng","pancreatic","epithelial",0.463643178410795,14751,TRUE
"MMP1","Peng","pancreatic","epithelial",0.88604099035806,14751,TRUE
"MMP7","Peng","pancreatic","epithelial",0.924137465817753,14751,TRUE
"MUC1","Peng","pancreatic","epithelial",0.907027740520747,14751,TRUE
"NME1","Peng","pancreatic","epithelial",0.529087661149732,14751,TRUE
"OAS1","Peng","pancreatic","epithelial",0.699638292741741,14751,TRUE
"OPRM1","Peng","pancreatic","epithelial",0.162790697674419,14751,TRUE
"PAX3","Peng","pancreatic","epithelial",0.91304347826087,14751,TRUE
"PHB","Peng","pancreatic","epithelial",0.612654705540327,14751,TRUE
"POU2F1","Peng","pancreatic","epithelial",0.533708886062148,14751,TRUE
"PPARA","Peng","pancreatic","epithelial",0.621895861148198,14751,TRUE
"PRDM1","Peng","pancreatic","epithelial",0.155170535033235,14751,TRUE
"PROS1","Peng","pancreatic","epithelial",0.252747252747253,14751,TRUE
"PSMB5","Peng","pancreatic","epithelial",0.490696118952477,14751,TRUE
"PTGS2","Peng","pancreatic","epithelial",0.723204994797086,14751,TRUE
"PTPN6","Peng","pancreatic","epithelial",0.302210956203352,14751,TRUE
"ROR1","Peng","pancreatic","epithelial",0.533702677746999,14751,TRUE
"S100A11","Peng","pancreatic","epithelial",0.683995286388903,14751,TRUE
"S1PR1","Peng","pancreatic","epithelial",0.0484827687631747,14751,TRUE
"SALL4","Peng","pancreatic","epithelial",0.423976608187135,14751,TRUE
"SHH","Peng","pancreatic","epithelial",0.945177664974619,14751,TRUE
"STK11","Peng","pancreatic","epithelial",0.51545172260831,14751,TRUE
"TIMP1","Peng","pancreatic","epithelial",0.208321340076504,14751,TRUE
"TNFRSF10B","Peng","pancreatic","epithelial",0.570366077465469,14751,TRUE
"TP53","Peng","pancreatic","epithelial",0.387391502969392,14751,TRUE
"TP63","Peng","pancreatic","epithelial",0.852941176470588,14751,TRUE
"VDR","Peng","pancreatic","epithelial",0.460414452709883,14751,TRUE
"VEGFA","Peng","pancreatic","epithelial",0.660457304271481,14751,TRUE
"VEGFB","Peng","pancreatic","epithelial",0.431755622692179,14751,TRUE
"ZFP36","Peng","pancreatic","epithelial",0.520337864186549,14751,TRUE
"A2M","Peng","pancreatic","epithelial",0.0590517930105686,14751,TRUE
"HMOX1","Peng","pancreatic","epithelial",0.208357719770572,14751,TRUE
"IFNAR1","Peng","pancreatic","epithelial",0.473878035078959,14751,TRUE
"IRF1","Peng","pancreatic","epithelial",0.502861066605631,14751,TRUE
"MYD88","Peng","pancreatic","epithelial",0.553064421382416,14751,TRUE
"PIM1","Peng","pancreatic","epithelial",0.362650975534221,14751,TRUE
"STAT1","Peng","pancreatic","epithelial",0.542505952764013,14751,TRUE
"TYK2","Peng","pancreatic","epithelial",0.435002529084471,14751,TRUE
"BCL2","Peng","pancreatic","epithelial",0.241793955151121,14751,FALSE
"MMP9","Peng","pancreatic","epithelial",0.147386964180857,14751,FALSE
"HGF","Peng","pancreatic","epithelial",0.0506238859180036,14751,FALSE
"MYC","Peng","pancreatic","fibroblast_stromal",0.381556258083058,11265,TRUE
