"gene","atlas","tissue","compartment","fraction","n_cells","qualifying"
"IL1R2","Peng","pancreatic","fibroblast_stromal",0.0684315684315684,11265,TRUE
"IL2RA","Peng","pancreatic","fibroblast_stromal",0.0840827338129496,11265,TRUE
"IL2RG","Peng","pancreatic","fibroblast_stromal",0.0601297513824183,11265,TRUE
"IL3RA","Peng","pancreatic","fibroblast_stromal",0.029340136843326,11265,TRUE
"IL4R","Peng","pancreatic","fibroblast_stromal",0.152052167242041,11265,TRUE
"IL6ST","Peng","pancreatic","fibroblast_stromal",0.238245630699088,11265,TRUE
"IL7","Peng","pancreatic","fibroblast_stromal",0.178658536585366,11265,TRUE
"IL9R","Peng","pancreatic","fibroblast_stromal",0.144230769230769,11265,TRUE
"INHBE","Peng","pancreatic","fibroblast_stromal",NA,11265,TRUE
"IRF9","Peng","pancreatic","fibroblast_stromal",0.173488468730522,11265,TRUE
"ITGA4","Peng","pancreatic","fibroblast_stromal",0.22434839986803,11265,TRUE
"ITGB3","Peng","pancreatic","fibroblast_stromal",0.321782178217822,11265,TRUE
"JUN","Peng","pancreatic","fibroblast_stromal",0.246773039238401,11265,TRUE
"LEPR","Peng","pancreatic","fibroblast_stromal",0.275760549558391,11265,TRUE
"LTB","Peng","pancreatic","fibroblast_stromal",0.0703507299195348,11265,TRUE
"LTBR","Peng","pancreatic","fibroblast_stromal",0.180789637952559,11265,TRUE
"MAP3K8","Peng","pancreatic","fibroblast_stromal",0.260626506024096,11265,TRUE
"OSMR","Peng","pancreatic","fibroblast_stromal",0.282864109953447,11265,TRUE
"PDGFC","Peng","pancreatic","fibroblast_stromal",0.472631258251244,11265,TRUE
"PF4","Peng","pancreatic","fibroblast_stromal",0.0338235294117647,11265,TRUE
"PIK3R5","Peng","pancreatic","fibroblast_stromal",0.118099231306778,11265,TRUE
"PLA2G2A","Peng","pancreatic","fibroblast_stromal",0.920256513487088,11265,TRUE
"PTPN1","Peng","pancreatic","fibroblast_stromal",0.248273381294964,11265,TRUE
"PTPN11","Peng","pancreatic","fibroblast_stromal",0.178396543446952,11265,TRUE
"PTPN2","Peng","pancreatic","fibroblast_stromal",0.169958211689278,11265,TRUE
"REG1A","Peng","pancreatic","fibroblast_stromal",0.0296288255159347,11265,TRUE
"SOCS1","Peng","pancreatic","fibroblast_stromal",0.163725163725164,11265,TRUE
"STAM2","Peng","pancreatic","fibroblast_stromal",0.191922620057696,11265,TRUE
"STAT2","Peng","pancreatic","fibroblast_stromal",0.339468302658487,11265,TRUE
"STAT3","Peng","pancreatic","fibroblast_stromal",0.254681023393206,11265,TRUE
"TGFB1","Peng","pancreatic","fibroblast_stromal",0.337994878865472,11265,TRUE
"TLR2","Peng","pancreatic","fibroblast_stromal",0.0902668759811617,11265,TRUE
"TNF","Peng","pancreatic","fibroblast_stromal",0.105839416058394,11265,TRUE
"TNFRSF12A","Peng","pancreatic","fibroblast_stromal",0.194044858751715,11265,TRUE
"TNFRSF1A","Peng","pancreatic","fibroblast_stromal",0.278603298541949,11265,TRUE
"TNFRSF1B","Peng","pancreatic","fibroblast_stromal",0.108315459495133,11265,TRUE
"TNFRSF21","Peng","pancreatic","fibroblast_stromal",0.183777354900095,11265,TRUE
"ABCA1","Peng","pancreatic","fibroblast_stromal",0.383437407077015,11265,TRUE
"AKAP12","Peng","pancreatic","fibroblast_stromal",0.481251782149986,11265,TRUE
"BCL2L1","Peng","pancreatic","fibroblast_stromal",0.107081545064378,11265,TRUE
"BCL6","Peng","pancreatic","fibroblast_stromal",0.313987550347858,11265,TRUE
"CCND1","Peng","pancreatic","fibroblast_stromal",0.141051789642072,11265,TRUE
"CCND3","Peng","pancreatic","fibroblast_stromal",0.17413514630207,11265,TRUE
"CDK4","Peng","pancreatic","fibroblast_stromal",0.326448546883568,11265,TRUE
"CDKN1A","Peng","pancreatic","fibroblast_stromal",0.2766060086297,11265,TRUE
"CDKN1B","Peng","pancreatic","fibroblast_stromal",0.233200243621845,11265,TRUE
"CFLAR","Peng","pancreatic","fibroblast_stromal",0.121079622132254,11265,TRUE
"CISH","Peng","pancreatic","fibroblast_stromal",0.151140684410646,11265,TRUE
"COPS5","Peng","pancreatic","fibroblast_stromal",0.203030901372297,11265,TRUE
"CXCL8","Peng","pancreatic","fibroblast_stromal",0.152087784900285,11265,TRUE
"DDIT3","Peng","pancreatic","fibroblast_stromal",0.219629961970688,11265,TRUE
"DNMT1","Peng","pancreatic","fibroblast_stromal",0.165209083559932,11265,TRUE
"EPAS1","Peng","pancreatic","fibroblast_stromal",0.227266056840972,11265,TRUE
"ESR2","Peng","pancreatic","fibroblast_stromal",0.11744966442953,11265,TRUE
"ETV6","Peng","pancreatic","fibroblast_stromal",0.175200554620184,11265,TRUE
"FGG","Peng","pancreatic","fibroblast_stromal",0.0429929723026044,11265,TRUE
"FGL1","Peng","pancreatic","fibroblast_stromal",0.0702151755379389,11265,TRUE
"FOS","Peng","pancreatic","fibroblast_stromal",0.282261203205885,11265,TRUE
"GFAP","Peng","pancreatic","fibroblast_stromal",0.165137614678899,11265,TRUE
"GREB1","Peng","pancreatic","fibroblast_stromal",0.457597173144876,11265,TRUE
"HSPA4","Peng","pancreatic","fibroblast_stromal",0.193200140203295,11265,TRUE
"HSPB1","Peng","pancreatic","fibroblast_stromal",0.204308037402486,11265,TRUE
"ICAM1","Peng","pancreatic","fibroblast_stromal",0.188794084186576,11265,TRUE
"IKBKE","Peng","pancreatic","fibroblast_stromal",0.122399020807834,11265,TRUE
"JAK2","Peng","pancreatic","fibroblast_stromal",0.267260579064588,11265,TRUE
"JUNB","Peng","pancreatic","fibroblast_stromal",0.3624485013418,11265,TRUE
"KRT17","Peng","pancreatic","fibroblast_stromal",0.0355044699872286,11265,TRUE
"LEP","Peng","pancreatic","fibroblast_stromal",NA,11265,TRUE
"LGALS3BP","Peng","pancreatic","fibroblast_stromal",0.346406634193772,11265,TRUE
"LTBP1","Peng","pancreatic","fibroblast_stromal",0.678442765833818,11265,TRUE
"MCL1","Peng","pancreatic","fibroblast_stromal",0.233118939630904,11265,TRUE
"MDC1","Peng","pancreatic","fibroblast_stromal",0.210269865067466,11265,TRUE
"MMP1","Peng","pancreatic","fibroblast_stromal",0.0621154125684384,11265,TRUE
"MMP7","Peng","pancreatic","fibroblast_stromal",0.0320936917864018,11265,TRUE
"MUC1","Peng","pancreatic","fibroblast_stromal",0.0395350322539439,11265,TRUE
"NME1","Peng","pancreatic","fibroblast_stromal",0.213244947592708,11265,TRUE
"OAS1","Peng","pancreatic","fibroblast_stromal",0.105088015432843,11265,TRUE
"OPRM1","Peng","pancreatic","fibroblast_stromal",0.162790697674419,11265,TRUE
"PAX3","Peng","pancreatic","fibroblast_stromal",0.0869565217391304,11265,TRUE
"PHB","Peng","pancreatic","fibroblast_stromal",0.171837361907135,11265,TRUE
"POU2F1","Peng","pancreatic","fibroblast_stromal",0.177721242958386,11265,TRUE
"PPARA","Peng","pancreatic","fibroblast_stromal",0.17543391188251,11265,TRUE
"PRDM1","Peng","pancreatic","fibroblast_stromal",0.24812030075188,11265,TRUE
"PROS1","Peng","pancreatic","fibroblast_stromal",0.416361416361416,11265,TRUE
"PSMB5","Peng","pancreatic","fibroblast_stromal",0.254986365741138,11265,TRUE
"PTGS2","Peng","pancreatic","fibroblast_stromal",0.12581591145587,11265,TRUE
"PTPN6","Peng","pancreatic","fibroblast_stromal",0.0770314040276018,11265,TRUE
"ROR1","Peng","pancreatic","fibroblast_stromal",0.42151431209603,11265,TRUE
"S100A11","Peng","pancreatic","fibroblast_stromal",0.128024421907401,11265,TRUE
"S1PR1","Peng","pancreatic","fibroblast_stromal",0.0275503701161822,11265,TRUE
"SALL4","Peng","pancreatic","fibroblast_stromal",0.546783625730994,11265,TRUE
"SHH","Peng","pancreatic","fibroblast_stromal",0.0192893401015228,11265,TRUE
"STK11","Peng","pancreatic","fibroblast_stromal",0.220612154369363,11265,TRUE
"TIMP1","Peng","pancreatic","fibroblast_stromal",0.638572028744621,11265,TRUE
"TNFRSF10B","Peng","pancreatic","fibroblast_stromal",0.152129817444219,11265,TRUE
"TP53","Peng","pancreatic","fibroblast_stromal",0.242462311557789,11265,TRUE
"TP63","Peng","pancreatic","fibroblast_stromal",0.0588235294117647,11265,TRUE
"VDR","Peng","pancreatic","fibroblast_stromal",0.291710945802338,11265,TRUE
"VEGFA","Peng","pancreatic","fibroblast_stromal",0.186433561094782,11265,TRUE
"VEGFB","Peng","pancreatic","fibroblast_stromal",0.395501846257133,11265,TRUE
"ZFP36","Peng","pancreatic","fibroblast_stromal",0.17818410743551,11265,TRUE
"A2M","Peng","pancreatic","fibroblast_stromal",0.298644875101768,11265,TRUE
"HMOX1","Peng","pancreatic","fibroblast_stromal",0.114596745873815,11265,TRUE
"IFNAR1","Peng","pancreatic","fibroblast_stromal",0.186942138443293,11265,TRUE
"IRF1","Peng","pancreatic","fibroblast_stromal",0.161135271229114,11265,TRUE
"MYD88","Peng","pancreatic","fibroblast_stromal",0.116996279616213,11265,TRUE
"PIM1","Peng","pancreatic","fibroblast_stromal",0.29594301641375,11265,TRUE
"STAT1","Peng","pancreatic","fibroblast_stromal",0.181189265718515,11265,TRUE
"TYK2","Peng","pancreatic","fibroblast_stromal",0.201483729556567,11265,TRUE
"BCL2","Peng","pancreatic","fibroblast_stromal",0.258043548911277,11265,FALSE
"MMP9","Peng","pancreatic","fibroblast_stromal",0.345958113133686,11265,FALSE
"HGF","Peng","pancreatic","fibroblast_stromal",0.724420677361854,11265,FALSE
"MYC","Peng","pancreatic","myeloid",0.0349906595775255,4912,TRUE
"IL6","Peng","pancreatic","myeloid",0.0308183782768017,4912,TRUE
"SOCS3","Peng","pancreatic","myeloid",0.0784757823857985,4912,TRUE
"ACVR1B","Peng","pancreatic","myeloid",0.0495635032385244,4912,TRUE
"ACVRL1","Peng","pancreatic","myeloid",0.0340593636557762,4912,TRUE
"BAK1","Peng","pancreatic","myeloid",0.083489932885906,4912,TRUE
"CBL","Peng","pancreatic","myeloid",0.132277227722772,4912,TRUE
"CCL7","Peng","pancreatic","myeloid",0.813122287464897,4912,TRUE
"CCR1","Peng","pancreatic","myeloid",0.73617747440273,4912,TRUE
"CD14","Peng","pancreatic","myeloid",0.772328390154411,4912,TRUE
"CD36","Peng","pancreatic","myeloid",0.111243824311852,4912,TRUE
"CD38","Peng","pancreatic","myeloid",0.229690394284202,4912,TRUE
"CD44","Peng","pancreatic","myeloid",0.172827852353652,4912,TRUE
"CD9","Peng","pancreatic","myeloid",0.113056534321382,4912,TRUE
"CNTFR","Peng","pancreatic","myeloid",0.02,4912,TRUE
"CRLF2","Peng","pancreatic","myeloid",NA,4912,TRUE
"CSF1","Peng","pancreatic","myeloid",0.0436455293181215,4912,TRUE
"CSF2","Peng","pancreatic","myeloid",0.00705052878965922,4912,TRUE
"CSF2RA","Peng","pancreatic","myeloid",0.715703971119134,4912,TRUE
"CSF2RB","Peng","pancreatic","myeloid",0.24952380952381,4912,TRUE
"CSF3R","Peng","pancreatic","myeloid",0.699346405228758,4912,TRUE
"CXCL1","Peng","pancreatic","myeloid",0.0366243879872007,4912,TRUE
"CXCL10","Peng","pancreatic","myeloid",0.42539662553513,4912,TRUE
"CXCL11","Peng","pancreatic","myeloid",0.142857142857143,4912,TRUE
"CXCL13","Peng","pancreatic","myeloid",0.0750104909777591,4912,TRUE
"CXCL3","Peng","pancreatic","myeloid",0.201809542777477,4912,TRUE
"CXCL9","Peng","pancreatic","myeloid",0.459869342043864,4912,TRUE
"DNTT","Peng","pancreatic","myeloid",NA,4912,TRUE
"EBI3","Peng","pancreatic","myeloid",0.469026548672566,4912,TRUE
"FAS","Peng","pancreatic","myeloid",0.04856220657277,4912,TRUE
"GRB2","Peng","pancreatic","myeloid",0.266743542435424,4912,TRUE
"HAX1","Peng","pancreatic","myeloid",0.069231763261614,4912,TRUE
"IFNGR1","Peng","pancreatic","myeloid",0.25626087614436,4912,TRUE
"IFNGR2","Peng","pancreatic","myeloid",0.162967222541691,4912,TRUE
"IL10RB","Peng","pancreatic","myeloid",0.163318579048916,4912,TRUE
"IL12RB1","Peng","pancreatic","myeloid",0.235497237569061,4912,TRUE
"IL13RA1","Peng","pancreatic","myeloid",0.155763815151655,4912,TRUE
"IL15RA","Peng","pancreatic","myeloid",0.0484863710589122,4912,TRUE
"IL17RA","Peng","pancreatic","myeloid",0.221492257156265,4912,TRUE
"IL17RB","Peng","pancreatic","myeloid",0.0351935646053293,4912,TRUE
"IL18R1","Peng","pancreatic","myeloid",0.127112417340191,4912,TRUE
"IL1B","Peng","pancreatic","myeloid",0.689253935660507,4912,TRUE
"IL1R1","Peng","pancreatic","myeloid",0.0291874361900186,4912,TRUE
"IL1R2","Peng","pancreatic","myeloid",0.221528471528472,4912,TRUE
"IL2RA","Peng","pancreatic","myeloid",0.169964028776978,4912,TRUE
"IL2RG","Peng","pancreatic","myeloid",0.114599207558671,4912,TRUE
"IL3RA","Peng","pancreatic","myeloid",0.107619158065638,4912,TRUE
"IL4R","Peng","pancreatic","myeloid",0.080475642500959,4912,TRUE
"IL6ST","Peng","pancreatic","myeloid",0.0321761018237082,4912,TRUE
"IL7","Peng","pancreatic","myeloid",0.0359756097560976,4912,TRUE
"IL9R","Peng","pancreatic","myeloid",0.0865384615384615,4912,TRUE
"INHBE","Peng","pancreatic","myeloid",NA,4912,TRUE
"IRF9","Peng","pancreatic","myeloid",0.0783295242052774,4912,TRUE
"ITGA4","Peng","pancreatic","myeloid",0.266578686902013,4912,TRUE
"ITGB3","Peng","pancreatic","myeloid",0.0841584158415842,4912,TRUE
"JUN","Peng","pancreatic","myeloid",0.0873171560525787,4912,TRUE
"LEPR","Peng","pancreatic","myeloid",0.0282957147530258,4912,TRUE
"LTB","Peng","pancreatic","myeloid",0.0818984050285621,4912,TRUE
"LTBR","Peng","pancreatic","myeloid",0.0630071785268414,4912,TRUE
"MAP3K8","Peng","pancreatic","myeloid",0.244530120481928,4912,TRUE
"OSMR","Peng","pancreatic","myeloid",0.0152959432498337,4912,TRUE
"PDGFC","Peng","pancreatic","myeloid",0.044378998679801,4912,TRUE
"PF4","Peng","pancreatic","myeloid",0.0125,4912,TRUE
"PIK3R5","Peng","pancreatic","myeloid",0.477288609364081,4912,TRUE
"PLA2G2A","Peng","pancreatic","myeloid",0.00897222062460459,4912,TRUE
"PTPN1","Peng","pancreatic","myeloid",0.134748201438849,4912,TRUE
"PTPN11","Peng","pancreatic","myeloid",0.0605856937109938,4912,TRUE
"PTPN2","Peng","pancreatic","myeloid",0.128398878012479,4912,TRUE
"REG1A","Peng","pancreatic","myeloid",0.0150841049526682,4912,TRUE
"SOCS1","Peng","pancreatic","myeloid",0.165279165279165,4912,TRUE
"STAM2","Peng","pancreatic","myeloid",0.0690649923638215,4912,TRUE
"STAT2","Peng","pancreatic","myeloid",0.109217602060138,4912,TRUE
"STAT3","Peng","pancreatic","myeloid",0.0596502930106246,4912,TRUE
"TGFB1","Peng","pancreatic","myeloid",0.178254874926137,4912,TRUE
"TLR2","Peng","pancreatic","myeloid",0.611656200941915,4912,TRUE
"TNF","Peng","pancreatic","myeloid",0.256934306569343,4912,TRUE
"TNFRSF12A","Peng","pancreatic","myeloid",0.0195074054795817,4912,TRUE
"TNFRSF1A","Peng","pancreatic","myeloid",0.0763086606644889,4912,TRUE
"TNFRSF1B","Peng","pancreatic","myeloid",0.283121597096189,4912,TRUE
"TNFRSF21","Peng","pancreatic","myeloid",0.0423882017126546,4912,TRUE
"ABCA1","Peng","pancreatic","myeloid",0.213648528099911,4912,TRUE
"AKAP12","Peng","pancreatic","myeloid",0.0153977758768178,4912,TRUE
"BCL2L1","Peng","pancreatic","myeloid",0.0355150214592275,4912,TRUE
"BCL6","Peng","pancreatic","myeloid",0.0873306481142439,4912,TRUE
"CCND1","Peng","pancreatic","myeloid",0.0216556688662268,4912,TRUE
"CCND3","Peng","pancreatic","myeloid",0.0779025654509259,4912,TRUE
"CDK4","Peng","pancreatic","myeloid",0.0634253335770426,4912,TRUE
"CDKN1A","Peng","pancreatic","myeloid",0.0809369388684909,4912,TRUE
"CDKN1B","Peng","pancreatic","myeloid",0.0864180821546999,4912,TRUE
"CFLAR","Peng","pancreatic","myeloid",0.0716689158794422,4912,TRUE
"CISH","Peng","pancreatic","myeloid",0.256653992395437,4912,TRUE
"COPS5","Peng","pancreatic","myeloid",0.0774508836015401,4912,TRUE
"CXCL8","Peng","pancreatic","myeloid",0.334935897435897,4912,TRUE
"DDIT3","Peng","pancreatic","myeloid",0.0516173140195701,4912,TRUE
"DNMT1","Peng","pancreatic","myeloid",0.170573969280517,4912,TRUE
"EPAS1","Peng","pancreatic","myeloid",0.0199253208107095,4912,TRUE
"ESR2","Peng","pancreatic","myeloid",0.0268456375838926,4912,TRUE
"ETV6","Peng","pancreatic","myeloid",0.109636525700703,4912,TRUE
"FGG","Peng","pancreatic","myeloid",0.0161223646134766,4912,TRUE
"FGL1","Peng","pancreatic","myeloid",0.00906002265005663,4912,TRUE
"FOS","Peng","pancreatic","myeloid",0.134772560540881,4912,TRUE
"GFAP","Peng","pancreatic","myeloid",0.018348623853211,4912,TRUE
"GREB1","Peng","pancreatic","myeloid",0.0335689045936396,4912,TRUE
"HSPA4","Peng","pancreatic","myeloid",0.0908517350157729,4912,TRUE
"HSPB1","Peng","pancreatic","myeloid",0.0313206161928637,4912,TRUE
"ICAM1","Peng","pancreatic","myeloid",0.100910125142207,4912,TRUE
"IKBKE","Peng","pancreatic","myeloid",0.140758873929009,4912,TRUE
"JAK2","Peng","pancreatic","myeloid",0.187400572701241,4912,TRUE
"JUNB","Peng","pancreatic","myeloid",0.0882564160713611,4912,TRUE
"KRT17","Peng","pancreatic","myeloid",0.0205801860974275,4912,TRUE
"LEP","Peng","pancreatic","myeloid",NA,4912,TRUE
"LGALS3BP","Peng","pancreatic","myeloid",0.0472695655425809,4912,TRUE
"LTBP1","Peng","pancreatic","myeloid",0.0123184195235328,4912,TRUE
"MCL1","Peng","pancreatic","myeloid",0.13522442915233,4912,TRUE
"MDC1","Peng","pancreatic","myeloid",0.0768365817091454,4912,TRUE
"MMP1","Peng","pancreatic","myeloid",0.0235476525025437,4912,TRUE
"MMP7","Peng","pancreatic","myeloid",0.0181613453924667,4912,TRUE
"MUC1","Peng","pancreatic","myeloid",0.0170743650337442,4912,TRUE
"NME1","Peng","pancreatic","myeloid",0.0892753373652153,4912,TRUE
"OAS1","Peng","pancreatic","myeloid",0.104509283819629,4912,TRUE
"OPRM1","Peng","pancreatic","myeloid",0.0232558139534884,4912,TRUE
"PAX3","Peng","pancreatic","myeloid",0,4912,TRUE
"PHB","Peng","pancreatic","myeloid",0.0709984217958302,4912,TRUE
"POU2F1","Peng","pancreatic","myeloid",0.0737779393058332,4912,TRUE
"PPARA","Peng","pancreatic","myeloid",0.0552736982643525,4912,TRUE
"PRDM1","Peng","pancreatic","myeloid",0.105807998256511,4912,TRUE
"PROS1","Peng","pancreatic","myeloid",0.0196886446886447,4912,TRUE
"PSMB5","Peng","pancreatic","myeloid",0.0529592344235024,4912,TRUE
"PTGS2","Peng","pancreatic","myeloid",0.0503263645823479,4912,TRUE
"PTPN6","Peng","pancreatic","myeloid",0.292634840163357,4912,TRUE
"ROR1","Peng","pancreatic","myeloid",0.0133887349953832,4912,TRUE
"S100A11","Peng","pancreatic","myeloid",0.116898208653528,4912,TRUE
"S1PR1","Peng","pancreatic","myeloid",0.0158341095151723,4912,TRUE
"SALL4","Peng","pancreatic","myeloid",0.00292397660818713,4912,TRUE
"SHH","Peng","pancreatic","myeloid",0.00913705583756345,4912,TRUE
"STK11","Peng","pancreatic","myeloid",0.0721573266301937,4912,TRUE
"TIMP1","Peng","pancreatic","myeloid",0.0795633678779958,4912,TRUE
"TNFRSF10B","Peng","pancreatic","myeloid",0.052834927074278,4912,TRUE
"TP53","Peng","pancreatic","myeloid",0.0869118318867063,4912,TRUE
"TP63","Peng","pancreatic","myeloid",0.0163398692810458,4912,TRUE
"VDR","Peng","pancreatic","myeloid",0.160467587672689,4912,TRUE
"VEGFA","Peng","pancreatic","myeloid",0.107226018246364,4912,TRUE
"VEGFB","Peng","pancreatic","myeloid",0.0835850956696878,4912,TRUE
"ZFP36","Peng","pancreatic","myeloid",0.073975333059766,4912,TRUE
"A2M","Peng","pancreatic","myeloid",0.0514506151703988,4912,TRUE
"HMOX1","Peng","pancreatic","myeloid",0.588903195598736,4912,TRUE
"IFNAR1","Peng","pancreatic","myeloid",0.112165283065976,4912,TRUE
"IRF1","Peng","pancreatic","myeloid",0.0890363927672236,4912,TRUE
"MYD88","Peng","pancreatic","myeloid",0.143038966124927,4912,TRUE
"PIM1","Peng","pancreatic","myeloid",0.0997212759368225,4912,TRUE
"STAT1","Peng","pancreatic","myeloid",0.143606409678873,4912,TRUE
"TYK2","Peng","pancreatic","myeloid",0.117686730736807,4912,TRUE
"BCL2","Peng","pancreatic","myeloid",0.170620734481638,4912,FALSE
"MMP9","Peng","pancreatic","myeloid",0.474848306909376,4912,FALSE
"HGF","Peng","pancreatic","myeloid",0.157932263814617,4912,FALSE
"MYC","Peng","pancreatic","lymphoid",0.05719212530536,5883,TRUE
"IL6","Peng","pancreatic","lymphoid",0.0103354317391713,5883,TRUE
"SOCS3","Peng","pancreatic","lymphoid",0.0207207896549086,5883,TRUE
"ACVR1B","Peng","pancreatic","lymphoid",0.0198535623767953,5883,TRUE
"ACVRL1","Peng","pancreatic","lymphoid",0.0104633781763827,5883,TRUE
"BAK1","Peng","pancreatic","lymphoid",0.0928859060402685,5883,TRUE
"CBL","Peng","pancreatic","lymphoid",0.0837623762376238,5883,TRUE
"CCL7","Peng","pancreatic","lymphoid",0.0196579014551953,5883,TRUE
"CCR1","Peng","pancreatic","lymphoid",0.0662116040955631,5883,TRUE
"CD14","Peng","pancreatic","lymphoid",0.0177954441216939,5883,TRUE
"CD36","Peng","pancreatic","lymphoid",0.0108040610239427,5883,TRUE
"CD38","Peng","pancreatic","lymphoid",0.606245038369939,5883,TRUE
"CD44","Peng","pancreatic","lymphoid",0.0804725349473187,5883,TRUE
"CD9","Peng","pancreatic","lymphoid",0.0128591666969378,5883,TRUE
"CNTFR","Peng","pancreatic","lymphoid",0,5883,TRUE
"CRLF2","Peng","pancreatic","lymphoid",NA,5883,TRUE
"CSF1","Peng","pancreatic","lymphoid",0.0313080392677103,5883,TRUE
"CSF2","Peng","pancreatic","lymphoid",0.0846063454759107,5883,TRUE
"CSF2RA","Peng","pancreatic","lymphoid",0.0209386281588448,5883,TRUE
"CSF2RB","Peng","pancreatic","lymphoid",0.0746031746031746,5883,TRUE
"CSF3R","Peng","pancreatic","lymphoid",0.034041394335512,5883,TRUE
"CXCL1","Peng","pancreatic","lymphoid",0.0144955472454605,5883,TRUE
"CXCL10","Peng","pancreatic","lymphoid",0.00944346512213548,5883,TRUE
"CXCL11","Peng","pancreatic","lymphoid",0.00744960560911481,5883,TRUE
"CXCL13","Peng","pancreatic","lymphoid",0.667750734368443,5883,TRUE
"CXCL3","Peng","pancreatic","lymphoid",0.0108401855065866,5883,TRUE
"CXCL9","Peng","pancreatic","lymphoid",0.0151656556229585,5883,TRUE
"DNTT","Peng","pancreatic","lymphoid",NA,5883,TRUE
"EBI3","Peng","pancreatic","lymphoid",0.288012872083669,5883,TRUE
"FAS","Peng","pancreatic","lymphoid",0.109448356807512,5883,TRUE
"GRB2","Peng","pancreatic","lymphoid",0.134640221402214,5883,TRUE
"HAX1","Peng","pancreatic","lymphoid",0.0880015506881179,5883,TRUE
"IFNGR1","Peng","pancreatic","lymphoid",0.0403520718266879,5883,TRUE
"IFNGR2","Peng","pancreatic","lymphoid",0.0423519263944796,5883,TRUE
"IL10RB","Peng","pancreatic","lymphoid",0.0560095335376234,5883,TRUE
"IL12RB1","Peng","pancreatic","lymphoid",0.50621546961326,5883,TRUE
"IL13RA1","Peng","pancreatic","lymphoid",0.0172660541987905,5883,TRUE
"IL15RA","Peng","pancreatic","lymphoid",0.0326592136666248,5883,TRUE
"IL17RA","Peng","pancreatic","lymphoid",0.0544345377756922,5883,TRUE
"IL17RB","Peng","pancreatic","lymphoid",0.0417295123177476,5883,TRUE
"IL18R1","Peng","pancreatic","lymphoid",0.238060249816312,5883,TRUE
"IL1B","Peng","pancreatic","lymphoid",0.0232717316906229,5883,TRUE
"IL1R1","Peng","pancreatic","lymphoid",0.0150741697195364,5883,TRUE
"IL1R2","Peng","pancreatic","lymphoid",0.0734265734265734,5883,TRUE
"IL2RA","Peng","pancreatic","lymphoid",0.633992805755396,5883,TRUE
"IL2RG","Peng","pancreatic","lymphoid",0.299255453476727,5883,TRUE
"IL3RA","Peng","pancreatic","lymphoid",0.0115968920329352,5883,TRUE
"IL4R","Peng","pancreatic","lymphoid",0.0916762562332183,5883,TRUE
"IL6ST","Peng","pancreatic","lymphoid",0.0284004559270517,5883,TRUE
"IL7","Peng","pancreatic","lymphoid",0.0707317073170732,5883,TRUE
"IL9R","Peng","pancreatic","lymphoid",0.432692307692308,5883,TRUE
"INHBE","Peng","pancreatic","lymphoid",NA,5883,TRUE
"IRF9","Peng","pancreatic","lymphoid",0.097652191980054,5883,TRUE
"ITGA4","Peng","pancreatic","lymphoid",0.369515011547344,5883,TRUE
"ITGB3","Peng","pancreatic","lymphoid",0.0123762376237624,5883,TRUE
"JUN","Peng","pancreatic","lymphoid",0.0397584220200491,5883,TRUE
"LEPR","Peng","pancreatic","lymphoid",0.0101406607785411,5883,TRUE
"LTB","Peng","pancreatic","lymphoid",0.591777400135132,5883,TRUE
"LTBR","Peng","pancreatic","lymphoid",0.0109628589263421,5883,TRUE
"MAP3K8","Peng","pancreatic","lymphoid",0.0666024096385542,5883,TRUE
"OSMR","Peng","pancreatic","lymphoid",0.0113795906303111,5883,TRUE
"PDGFC","Peng","pancreatic","lymphoid",0.00903828577231644,5883,TRUE
"PF4","Peng","pancreatic","lymphoid",0.00808823529411765,5883,TRUE
"PIK3R5","Peng","pancreatic","lymphoid",0.161425576519916,5883,TRUE
"PLA2G2A","Peng","pancreatic","lymphoid",0.00618278023810893,5883,TRUE
"PTPN1","Peng","pancreatic","lymphoid",0.105539568345324,5883,TRUE
"PTPN11","Peng","pancreatic","lymphoid",0.042438790206433,5883,TRUE
"PTPN2","Peng","pancreatic","lymphoid",0.0972007556242487,5883,TRUE
"REG1A","Peng","pancreatic","lymphoid",0.0104111364218461,5883,TRUE
"SOCS1","Peng","pancreatic","lymphoid",0.300588300588301,5883,TRUE
"STAM2","Peng","pancreatic","lymphoid",0.0366536568810453,5883,TRUE
"STAT2","Peng","pancreatic","lymphoid",0.0483223509808377,5883,TRUE
"STAT3","Peng","pancreatic","lymphoid",0.0502406022202106,5883,TRUE
"TGFB1","Peng","pancreatic","lymphoid",0.0850239642833694,5883,TRUE
"TLR2","Peng","pancreatic","lymphoid",0.0251177394034537,5883,TRUE
"TNF","Peng","pancreatic","lymphoid",0.24963503649635,5883,TRUE
"TNFRSF12A","Peng","pancreatic","lymphoid",0.00997255477215729,5883,TRUE
"TNFRSF1A","Peng","pancreatic","lymphoid",0.0188829575332643,5883,TRUE
"TNFRSF1B","Peng","pancreatic","lymphoid",0.135373700709454,5883,TRUE
"TNFRSF21","Peng","pancreatic","lymphoid",0.0111322549952426,5883,TRUE
"ABCA1","Peng","pancreatic","lymphoid",0.0176925364258103,5883,TRUE
"AKAP12","Peng","pancreatic","lymphoid",0.0076988879384089,5883,TRUE
"BCL2L1","Peng","pancreatic","lymphoid",0.0292560801144492,5883,TRUE
"BCL6","Peng","pancreatic","lymphoid",0.0636213841083852,5883,TRUE
"CCND1","Peng","pancreatic","lymphoid",0.0103979204159168,5883,TRUE
