"draw","pooled_M1_logHR"
1213,0.123196347928449
1214,0.146400121479135
1215,0.103903592134357
1216,0.102675633102376
1217,0.0903803491108457
1218,0.111388627056096
1219,0.109229822336372
1220,0.121419451504896
1221,0.12105465471535
1222,0.126895484254456
1223,0.108497634154625
1224,0.113504395104363
1225,0.134324519831431
1226,0.141593582189539
1227,0.11281568234603
1228,0.102060460604611
1229,0.113092389752776
1230,0.105658433966675
1231,0.138147150691067
1232,0.122765223959235
1233,0.106957769252966
1234,0.118803488004514
1235,0.117147882394354
1236,0.114370399164402
1237,0.120185251284598
1238,0.146012079681991
1239,0.110099400368255
1240,0.116837701910313
1241,0.119567465400777
1242,0.14305887500345
1243,0.0980928676058997
1244,0.130175865980804
1245,0.116914445172623
1246,0.130353288528079
1247,0.0984060686378278
1248,0.127254758409388
1249,0.110526598633074
1250,0.115476818096752
1251,0.126597719884189
1252,0.126760478576941
1253,0.122230341036067
1254,0.132586438001268
1255,0.127100310942194
1256,0.126268138798557
1257,0.132771035096907
1258,0.104191761697986
1259,0.109811096162708
1260,0.105744224143319
1261,0.116844120274409
1262,0.117386519480767
1263,0.120295436747531
1264,0.0708860855019517
1265,0.118865700514031
1266,0.104424767412363
1267,0.118537577905501
1268,0.119422556616602
1269,0.118699879614492
1270,0.106832195294782
1271,0.134549030332065
1272,0.10865218171785
1273,0.114703609508896
1274,0.114355789300771
1275,0.138913991928733
1276,0.125818468669934
1277,0.118765317492713
1278,0.107741743216891
1279,0.102577185222543
1280,0.106185936703321
1281,0.112931986083107
1282,0.124676170099193
1283,0.116650904864905
1284,0.128989100337537
1285,0.106565207771852
1286,0.119938538830146
1287,0.117804143993775
1288,0.106357781352014
1289,0.137351454445445
1290,0.123145765692137
1291,0.130470257399566
1292,0.0968376228999277
1293,0.107260466110952
1294,0.108868816541141
1295,0.104597245245084
1296,0.130888991611497
1297,0.111833824309111
1298,0.122488490740938
1299,0.0992411258673348
1300,0.128100447732112
1301,0.111711920423488
1302,0.114893539362673
1303,0.113519081319381
1304,0.0921942210564392
1305,0.139497767424824
1306,0.135638497628799
1307,0.121612359858981
1308,0.128855146997726
1309,0.123676434053933
1310,0.111937795990795
1311,0.108963600734855
1312,0.132941917681806
1313,0.124715253431233
1314,0.105688268820648
1315,0.113454932574642
1316,0.125701697236258
1317,0.121949579293403
1318,0.122199649653565
1319,0.0975985803326421
1320,0.102930630993733
1321,0.130035029561239
1322,0.098170453198682
1323,0.107920200951684
1324,0.121561380276435
1325,0.117517860308207
1326,0.120228178286847
1327,0.113578609998706
1328,0.147625856770186
1329,0.133306270743746
1330,0.143300389099747
1331,0.0986787008032268
1332,0.122924938099362
1333,0.104105111815466
1334,0.134451810195208
1335,0.121190807089285
1336,0.12114724220796
1337,0.110972509751234
1338,0.102104745871726
1339,0.123232513670412
1340,0.104389756196722
1341,0.116521896127632
1342,0.126799399996571
