gene,origin_score,via_A_hallmark,criterion_B_human,route_human,n_independent_human,n_independent_incl_mouse,ENCODE_ChIP-seq,ReMap_ChIP-seq,Literature_ChIP-seq_human,Literature_ChIP-seq_mouse,TRRUST_v2_curated
ZC3H10,False,False,True,B_only,2,2,True,True,False,False,False
ZC3H12A,False,False,True,B_only,3,4,True,True,True,True,False
ZC3H13,False,False,True,B_only,2,2,True,False,True,False,False
ZC3HAV1,False,False,True,B_only,2,3,True,False,True,True,False
ZCCHC3,False,False,True,B_only,2,2,True,False,True,False,False
ZCCHC7,False,False,True,B_only,2,2,True,False,True,False,False
ZCWPW1,False,False,True,B_only,3,3,True,True,True,False,False
ZFAND5,False,False,True,B_only,2,2,True,False,True,False,False
ZFP36,False,False,True,B_only,2,3,False,True,False,True,True
ZFP36L1,False,False,True,B_only,2,3,True,True,False,True,False
ZFYVE26,False,False,True,B_only,2,2,True,False,True,False,False
ZMYND8,False,False,True,B_only,3,4,True,True,True,True,False
ZNF121,False,False,True,B_only,2,2,True,False,True,False,False
ZNF180,False,False,True,B_only,2,2,True,False,True,False,False
ZNF181,False,False,True,B_only,2,2,True,False,True,False,False
ZNF2,False,False,True,B_only,2,2,True,False,True,False,False
ZNF217,False,False,True,B_only,2,2,True,False,True,False,False
ZNF221,False,False,True,B_only,2,2,True,False,True,False,False
ZNF263,False,False,True,B_only,2,2,True,True,False,False,False
ZNF267,False,False,True,B_only,2,2,True,False,True,False,False
ZNF277,False,False,True,B_only,2,2,True,False,True,False,False
ZNF285,False,False,True,B_only,2,2,True,False,True,False,False
ZNF302,False,False,True,B_only,2,2,True,False,True,False,False
ZNF335,False,False,True,B_only,2,2,True,False,True,False,False
ZNF354A,False,False,True,B_only,2,2,True,False,True,False,False
ZNF431,False,False,True,B_only,2,2,True,False,True,False,False
ZNF497,False,False,True,B_only,2,2,True,True,False,False,False
ZNF507,False,False,True,B_only,2,2,True,False,True,False,False
ZNF566,False,False,True,B_only,2,2,True,False,True,False,False
ZNF573,False,False,True,B_only,2,2,True,False,True,False,False
ZNF576,False,False,True,B_only,2,2,True,True,False,False,False
ZNF581,False,False,True,B_only,2,2,True,True,False,False,False
ZNF628,False,False,True,B_only,2,2,True,True,False,False,False
ZNF646,False,False,True,B_only,2,2,True,False,True,False,False
ZNF652,False,False,True,B_only,2,2,True,False,True,False,False
ZNF668,False,False,True,B_only,2,2,True,False,True,False,False
ZNF675,False,False,True,B_only,2,2,True,False,True,False,False
ZNF695,False,False,True,B_only,2,2,True,False,True,False,False
ZNF709,False,False,True,B_only,2,2,True,False,True,False,False
ZNF766,False,False,True,B_only,2,2,True,False,True,False,False
ZNF775,False,False,True,B_only,2,2,True,False,True,False,False
ZNF780A,False,False,True,B_only,2,2,True,False,True,False,False
ZNF800,False,False,True,B_only,2,2,True,False,True,False,False
ZNF816,False,False,True,B_only,2,2,True,False,True,False,False
ZNF837,False,False,True,B_only,2,2,True,True,False,False,False
ZNF862,False,False,True,B_only,2,2,True,False,True,False,False
ZNF92,False,False,True,B_only,2,2,True,False,True,False,False
ZNFX1,False,False,True,B_only,2,2,True,False,True,False,False
ZNHIT2,False,False,True,B_only,2,2,True,True,False,False,False
A2M,False,True,True,both,2,3,True,False,False,True,True
CCR1,False,True,True,both,2,2,True,False,True,False,False
CD9,False,True,True,both,2,3,True,True,False,True,False
HMOX1,False,True,True,both,2,2,True,False,False,False,True
IFNAR1,False,True,True,both,2,3,True,False,False,True,True
IFNGR1,False,True,True,both,2,3,True,True,False,True,False
IL13RA1,False,True,True,both,2,2,True,False,True,False,False
IL1B,False,True,True,both,2,2,True,False,True,False,False
IL4R,False,True,True,both,3,3,True,True,True,False,False
IRF1,False,True,True,both,3,4,True,True,False,True,True
IRF9,False,True,True,both,2,2,True,True,False,False,False
ITGA4,False,True,True,both,2,2,True,False,True,False,False
JUN,False,True,True,both,2,3,True,True,False,True,False
LTBR,False,True,True,both,2,2,True,True,False,False,False
MAP3K8,False,True,True,both,2,3,True,True,False,True,False
MYD88,False,True,True,both,2,3,True,False,False,True,True
PIM1,False,True,True,both,2,3,True,False,False,True,True
PTPN1,False,True,True,both,2,3,False,True,True,True,False
PTPN2,False,True,True,both,2,3,True,False,True,True,False
STAT1,False,True,True,both,3,4,True,True,False,True,True
STAT3,False,True,True,both,2,3,True,True,False,True,False
TNFRSF1A,False,True,True,both,2,2,True,True,False,False,False
TNFRSF21,False,True,True,both,2,3,True,False,True,True,False
TYK2,False,True,True,both,2,3,True,False,False,True,True
